MODEL,DATE,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2011-04-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,58.1986,58.0,49.0,67.0,14.3727,37173
FILLED,2011-04-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,9.259,3.0,1.0,10.0,16.2593,179273
FILLED,2011-04-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,81.9168,82.0,67.0,99.0,20.2857,110099
FILLED,2011-04-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,68.4513,70.0,56.0,82.0,19.4834,29366
FILLED,2011-04-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,59.2023,58.0,50.0,69.0,14.0106,513210
FILLED,2011-04-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,62.0705,61.0,53.0,71.0,12.6817,305817
FILLED,2011-04-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,75.391,77.0,66.0,87.0,15.4067,30572
FILLED,2011-04-01,7-016,7-016,AMES VALLEY,AMES VALLEY,14.2498,13.0,6.0,21.0,9.8944,487562
FILLED,2011-04-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,6.8836,6.0,3.0,9.0,6.2332,584286
FILLED,2011-04-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,79.9528,78.0,70.0,88.0,15.2305,22366
FILLED,2011-04-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,100.4294,106.0,91.0,113.0,15.798,38900
FILLED,2011-04-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,82.9741,79.0,71.0,94.0,16.6179,9175
FILLED,2011-04-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,31.3371,26.0,18.0,39.0,21.2998,4542646
FILLED,2011-04-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,57.8624,59.0,45.0,72.0,18.1707,89741
