Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
PTJPL,2020-06-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,62.020958,668
PTJPL,2020-06-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
PTJPL,2020-06-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,96.144403,39743
PTJPL,2020-06-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,95.606083,9502
PTJPL,2020-06-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,120.688862,159794
PTJPL,2020-06-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,122.672892,74425
PTJPL,2020-06-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,160.636671,9746
PTJPL,2020-06-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
PTJPL,2020-06-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
PTJPL,2020-06-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,91.062521,5982
PTJPL,2020-06-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,100.18487,2353
PTJPL,2020-06-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,37.61433,1605
PTJPL,2020-06-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,84.726995,137884
PTJPL,2020-06-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,130.298336,48489
PTJPL,2020-06-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,89.94052,538
PTJPL,2020-06-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
PTJPL,2020-06-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,88.8554,7870
PTJPL,2020-06-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
PTJPL,2020-06-01,5-054,5-054,ASH VALLEY,ASH VALLEY,129.362713,12106
PTJPL,2020-06-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,0
PTJPL,2020-06-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,88.082046,1877
PTJPL,2020-06-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,104.291935,620
PTJPL,2020-06-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,103.269406,219
PTJPL,2020-06-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,52.217647,510
PTJPL,2020-06-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,0
PTJPL,2020-06-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,0
PTJPL,2020-06-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,0
PTJPL,2020-06-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,153.564103,39
PTJPL,2020-06-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,0
PTJPL,2020-06-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,0
PTJPL,2020-06-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,38.275599,918
PTJPL,2020-06-01,5-015,5-015,BIG VALLEY,BIG VALLEY,95.868031,41040
PTJPL,2020-06-01,5-004,5-004,BIG VALLEY,BIG VALLEY,126.897872,163109
PTJPL,2020-06-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,60.684752,7575
PTJPL,2020-06-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,0
PTJPL,2020-06-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,43.234513,1130
PTJPL,2020-06-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,117.253247,154
PTJPL,2020-06-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,69.350118,17397
PTJPL,2020-06-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,44.0,12
PTJPL,2020-06-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,0
PTJPL,2020-06-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,128.465647,4250
PTJPL,2020-06-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,97.256095,74902
PTJPL,2020-06-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,32.588848,7963
PTJPL,2020-06-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,56.177492,1324
PTJPL,2020-06-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,0
PTJPL,2020-06-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,0
PTJPL,2020-06-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,0
PTJPL,2020-06-01,6-101,6-101,BULL FLAT,BULL FLAT,91.104167,48
PTJPL,2020-06-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,144.380765,6852
PTJPL,2020-06-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,85.120531,1734
PTJPL,2020-06-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,,0
PTJPL,2020-06-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,111.948062,149448
PTJPL,2020-06-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,,0
PTJPL,2020-06-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,,0
PTJPL,2020-06-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,,0
PTJPL,2020-06-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,,0
PTJPL,2020-06-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,46.40656,6250
PTJPL,2020-06-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,,0
PTJPL,2020-06-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,,0
PTJPL,2020-06-01,6-061,6-061,CAMEO AREA,CAMEO AREA,,0
PTJPL,2020-06-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,73.753968,126
PTJPL,2020-06-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,,0
PTJPL,2020-06-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,123.636505,1282
PTJPL,2020-06-01,3-018,3-018,CARPINTERIA,CARPINTERIA,66.490078,13102
PTJPL,2020-06-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,42.287172,22739
PTJPL,2020-06-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,155.156714,10516
PTJPL,2020-06-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,87.780142,846
PTJPL,2020-06-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,,0
PTJPL,2020-06-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,,0
PTJPL,2020-06-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,153.716706,4250
PTJPL,2020-06-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,,0
PTJPL,2020-06-01,7-043,7-043,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,,0
PTJPL,2020-06-01,7-032,7-032,CHOCOLATE VALLEY,CHOCOLATE VALLEY,34.492537,67
PTJPL,2020-06-01,3-005,3-005,CHOLAME VALLEY,CHOLAME VALLEY,55.321763,17718
PTJPL,2020-06-01,3-042,3-042,CHORRO VALLEY,CHORRO VALLEY,106.878931,1272
PTJPL,2020-06-01,5-061,5-061,CHROME TOWN AREA,CHROME TOWN AREA,39.001957,511
PTJPL,2020-06-01,7-005,7-005,CHUCKWALLA VALLEY,CHUCKWALLA VALLEY,76.463293,4604
PTJPL,2020-06-01,2-005,2-005,CLAYTON VALLEY,CLAYTON VALLEY,142.904908,652
