Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
SSEBOP,2022-06-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,17.818862,668
SSEBOP,2022-06-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
SSEBOP,2022-06-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,90.465491,39743
SSEBOP,2022-06-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,92.7229,9502
SSEBOP,2022-06-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,118.332778,159794
SSEBOP,2022-06-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,107.388579,74425
SSEBOP,2022-06-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,148.683357,9746
SSEBOP,2022-06-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
SSEBOP,2022-06-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
SSEBOP,2022-06-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,80.777499,5982
SSEBOP,2022-06-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,88.141096,2353
SSEBOP,2022-06-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,11.705919,1605
SSEBOP,2022-06-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,67.505911,137884
SSEBOP,2022-06-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,142.797562,48489
SSEBOP,2022-06-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,63.875465,538
SSEBOP,2022-06-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
SSEBOP,2022-06-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,85.066328,7870
SSEBOP,2022-06-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
SSEBOP,2022-06-01,5-054,5-054,ASH VALLEY,ASH VALLEY,128.943334,12106
