Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
ENSEMBLE,2011-11-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,23.01497,668
ENSEMBLE,2011-11-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
ENSEMBLE,2011-11-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,24.411972,39743
ENSEMBLE,2011-11-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,24.659545,9502
ENSEMBLE,2011-11-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,19.604373,159509
ENSEMBLE,2011-11-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,19.718579,74099
ENSEMBLE,2011-11-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,28.630105,9746
ENSEMBLE,2011-11-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
ENSEMBLE,2011-11-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
ENSEMBLE,2011-11-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,29.700769,5982
ENSEMBLE,2011-11-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,24.0102,2353
ENSEMBLE,2011-11-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,13.131464,1605
ENSEMBLE,2011-11-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,20.570791,137884
ENSEMBLE,2011-11-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,21.275526,48489
ENSEMBLE,2011-11-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,41.449814,538
