Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
EEMETRIC,2011-04-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,45.064371,668
EEMETRIC,2011-04-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
EEMETRIC,2011-04-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,40.14941,39743
EEMETRIC,2011-04-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,39.898653,9502
EEMETRIC,2011-04-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,66.704958,159791
EEMETRIC,2011-04-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,76.397031,74425
EEMETRIC,2011-04-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,95.071927,9746
EEMETRIC,2011-04-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
EEMETRIC,2011-04-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
EEMETRIC,2011-04-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,39.893681,5982
EEMETRIC,2011-04-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,41.231619,2353
EEMETRIC,2011-04-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,101.367601,1605
EEMETRIC,2011-04-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,81.064221,137884
EEMETRIC,2011-04-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,71.599703,48489
EEMETRIC,2011-04-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,113.286245,538
EEMETRIC,2011-04-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
EEMETRIC,2011-04-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,60.835197,7870
EEMETRIC,2011-04-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
EEMETRIC,2011-04-01,5-054,5-054,ASH VALLEY,ASH VALLEY,61.420783,12106
EEMETRIC,2011-04-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,0
EEMETRIC,2011-04-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,82.566862,1877
EEMETRIC,2011-04-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,74.193548,620
EEMETRIC,2011-04-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,83.768519,216
EEMETRIC,2011-04-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,95.815686,510
EEMETRIC,2011-04-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,0
EEMETRIC,2011-04-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,0
EEMETRIC,2011-04-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,0
EEMETRIC,2011-04-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,87.641026,39
EEMETRIC,2011-04-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,0
EEMETRIC,2011-04-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,0
EEMETRIC,2011-04-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,53.711329,918
EEMETRIC,2011-04-01,5-015,5-015,BIG VALLEY,BIG VALLEY,44.614157,41040
EEMETRIC,2011-04-01,5-004,5-004,BIG VALLEY,BIG VALLEY,68.480162,163043
EEMETRIC,2011-04-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,56.300198,7575
EEMETRIC,2011-04-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,0
EEMETRIC,2011-04-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,74.931858,1130
EEMETRIC,2011-04-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,61.272727,154
EEMETRIC,2011-04-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,54.096683,17397
EEMETRIC,2011-04-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,1.75,12
EEMETRIC,2011-04-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,0
EEMETRIC,2011-04-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,64.994824,4250
EEMETRIC,2011-04-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,48.967531,74902
EEMETRIC,2011-04-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,15.155092,7963
EEMETRIC,2011-04-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,77.535498,1324
EEMETRIC,2011-04-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,0
EEMETRIC,2011-04-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,0
EEMETRIC,2011-04-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,0
EEMETRIC,2011-04-01,6-101,6-101,BULL FLAT,BULL FLAT,37.895833,48
EEMETRIC,2011-04-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,56.68345,6852
EEMETRIC,2011-04-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,30.021915,1734
EEMETRIC,2011-04-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,,0
EEMETRIC,2011-04-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,53.115933,149448
EEMETRIC,2011-04-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,,0
EEMETRIC,2011-04-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,,0
EEMETRIC,2011-04-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,,0
EEMETRIC,2011-04-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,,0
EEMETRIC,2011-04-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,87.4376,6250
EEMETRIC,2011-04-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,,0
EEMETRIC,2011-04-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,,0
EEMETRIC,2011-04-01,6-061,6-061,CAMEO AREA,CAMEO AREA,,0
EEMETRIC,2011-04-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,111.880952,126
EEMETRIC,2011-04-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,,0
EEMETRIC,2011-04-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,58.00156,1282
EEMETRIC,2011-04-01,3-018,3-018,CARPINTERIA,CARPINTERIA,80.612426,13102
EEMETRIC,2011-04-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,69.542284,22739
EEMETRIC,2011-04-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,65.591289,10516
EEMETRIC,2011-04-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,97.884161,846
EEMETRIC,2011-04-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,,0
EEMETRIC,2011-04-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,,0
EEMETRIC,2011-04-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,76.558824,4250
EEMETRIC,2011-04-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,,0
EEMETRIC,2011-04-01,7-043,7-043,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,,0
EEMETRIC,2011-04-01,7-032,7-032,CHOCOLATE VALLEY,CHOCOLATE VALLEY,0.0,67
EEMETRIC,2011-04-01,3-005,3-005,CHOLAME VALLEY,CHOLAME VALLEY,79.663224,17718
EEMETRIC,2011-04-01,3-042,3-042,CHORRO VALLEY,CHORRO VALLEY,83.7861,1295
EEMETRIC,2011-04-01,5-061,5-061,CHROME TOWN AREA,CHROME TOWN AREA,49.228963,511
EEMETRIC,2011-04-01,7-005,7-005,CHUCKWALLA VALLEY,CHUCKWALLA VALLEY,21.965248,4604
EEMETRIC,2011-04-01,2-005,2-005,CLAYTON VALLEY,CLAYTON VALLEY,75.342025,652
EEMETRIC,2011-04-01,5-066,5-066,CLEAR LAKE CACHE FORMATION,CLEAR LAKE CACHE FORMATION,36.769149,940
EEMETRIC,2011-04-01,5-058,5-058,CLOVER VALLEY,CLOVER VALLEY,32.580946,1606
EEMETRIC,2011-04-01,7-021.03,7-021,COACHELLA VALLEY,COACHELLA VALLEY - DESERT HOT SPRINGS,50.410247,2713
EEMETRIC,2011-04-01,7-021.01,7-021,COACHELLA VALLEY,COACHELLA VALLEY - INDIO,68.676566,293745
EEMETRIC,2011-04-01,7-021.02,7-021,COACHELLA VALLEY,COACHELLA VALLEY - MISSION CREEK,92.740286,978
EEMETRIC,2011-04-01,7-021.04,7-021,COACHELLA VALLEY,COACHELLA VALLEY - SAN GORGONIO PASS,95.747875,353
EEMETRIC,2011-04-01,4-011.04,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - CENTRAL,66.467523,7005
EEMETRIC,2011-04-01,4-011.02,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - HOLLYWOOD,75.309598,323
EEMETRIC,2011-04-01,4-011.01,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - SANTA MONICA,96.726947,4186
EEMETRIC,2011-04-01,4-011.03,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - WEST COAST,55.589699,4058
EEMETRIC,2011-04-01,8-001,8-001,COASTAL PLAIN OF ORANGE COUNTY,COASTAL PLAIN OF ORANGE COUNTY,65.094713,23946
EEMETRIC,2011-04-01,9-033,9-033,COASTAL PLAIN OF SAN DIEGO,COASTAL PLAIN OF SAN DIEGO,94.818648,3507
EEMETRIC,2011-04-01,6-072,6-072,COLES FLAT,COLES FLAT,,0
EEMETRIC,2011-04-01,5-019,5-019,COLLAYOMI VALLEY,COLLAYOMI VALLEY,42.857477,3845
EEMETRIC,2011-04-01,7-055,7-055,COLLINS VALLEY,COLLINS VALLEY,,0
EEMETRIC,2011-04-01,4-010,4-010,CONEJO,CONEJO,81.813253,498
EEMETRIC,2011-04-01,7-011,7-011,COPPER MOUNTAIN VALLEY,COPPER MOUNTAIN VALLEY,,0
EEMETRIC,2011-04-01,3-002.01,3-002,CORRALITOS,CORRALITOS - PAJARO VALLEY,62.432862,109215
EEMETRIC,2011-04-01,3-002.02,3-002,CORRALITOS,CORRALITOS - PURISIMA HIGHLANDS,55.87069,464
EEMETRIC,2011-04-01,6-055,6-055,COSO VALLEY,COSO VALLEY,,0
EEMETRIC,2011-04-01,1-037,1-037,COTTONEVA CREEK VALLEY,COTTONEVA CREEK VALLEY,,0
EEMETRIC,2011-04-01,9-027,9-027,COTTONWOOD VALLEY,COTTONWOOD VALLEY,108.9,70
EEMETRIC,2011-04-01,1-011,1-011,COVELO ROUND VALLEY,COVELO ROUND VALLEY,67.789397,36576
EEMETRIC,2011-04-01,6-091,6-091,COW HEAD LAKE VALLEY,COW HEAD LAKE VALLEY,77.948462,15639
EEMETRIC,2011-04-01,6-037,6-037,COYOTE LAKE VALLEY,COYOTE LAKE VALLEY,10.015432,972
EEMETRIC,2011-04-01,5-018,5-018,COYOTE VALLEY,COYOTE VALLEY,46.920416,6534
