Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
EEMETRIC,2011-02-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,18.872754,668
EEMETRIC,2011-02-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
EEMETRIC,2011-02-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,25.486903,39743
EEMETRIC,2011-02-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,16.363358,9470
EEMETRIC,2011-02-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,21.383798,156413
EEMETRIC,2011-02-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,23.065016,69568
EEMETRIC,2011-02-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,38.931049,9746
EEMETRIC,2011-02-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
EEMETRIC,2011-02-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
EEMETRIC,2011-02-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,36.799565,5982
EEMETRIC,2011-02-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,14.507012,2353
EEMETRIC,2011-02-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,42.586916,1605
EEMETRIC,2011-02-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,43.672536,137884
EEMETRIC,2011-02-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,31.523459,48489
EEMETRIC,2011-02-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,65.756506,538
EEMETRIC,2011-02-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
EEMETRIC,2011-02-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,33.168869,7870
EEMETRIC,2011-02-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
