Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
SIMS,2025-07-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,44.46875,576
SIMS,2025-07-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
SIMS,2025-07-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,79.568851,39680
SIMS,2025-07-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,80.334738,9494
SIMS,2025-07-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,144.848939,159651
SIMS,2025-07-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,122.572687,74346
SIMS,2025-07-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,133.566971,9743
SIMS,2025-07-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
SIMS,2025-07-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
SIMS,2025-07-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,78.146124,5947
SIMS,2025-07-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,77.46843,2344
SIMS,2025-07-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,61.328349,1605
SIMS,2025-07-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,73.504756,137181
SIMS,2025-07-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,172.701039,48431
SIMS,2025-07-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,63.050186,538
SIMS,2025-07-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
SIMS,2025-07-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,87.576019,7781
SIMS,2025-07-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
SIMS,2025-07-01,5-054,5-054,ASH VALLEY,ASH VALLEY,135.720859,12105
SIMS,2025-07-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,0
SIMS,2025-07-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,54.217158,1865
SIMS,2025-07-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,119.704731,613
SIMS,2025-07-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,178.200913,219
SIMS,2025-07-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,84.890196,510
SIMS,2025-07-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,0
SIMS,2025-07-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,0
SIMS,2025-07-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,0
SIMS,2025-07-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,68.972973,37
SIMS,2025-07-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,0
SIMS,2025-07-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,0
SIMS,2025-07-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,17.979303,918
SIMS,2025-07-01,5-015,5-015,BIG VALLEY,BIG VALLEY,91.941511,40965
SIMS,2025-07-01,5-004,5-004,BIG VALLEY,BIG VALLEY,129.5835,163078
SIMS,2025-07-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,47.621022,7573
SIMS,2025-07-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,0
SIMS,2025-07-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,40.419469,1130
SIMS,2025-07-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,105.006494,154
SIMS,2025-07-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,63.39388,17353
SIMS,2025-07-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,48.75,12
SIMS,2025-07-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,0
SIMS,2025-07-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,159.687338,4241
SIMS,2025-07-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,163.334775,74889
SIMS,2025-07-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,108.553697,7952
SIMS,2025-07-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,129.389728,1324
SIMS,2025-07-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,0
SIMS,2025-07-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,0
SIMS,2025-07-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,0
SIMS,2025-07-01,6-101,6-101,BULL FLAT,BULL FLAT,106.3125,48
SIMS,2025-07-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,129.322971,6852
SIMS,2025-07-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,62.562247,1727
SIMS,2025-07-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,,0
SIMS,2025-07-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,117.000656,149389
SIMS,2025-07-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,,0
SIMS,2025-07-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,,0
SIMS,2025-07-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,,0
SIMS,2025-07-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,,0
SIMS,2025-07-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,41.569228,6233
SIMS,2025-07-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,,0
SIMS,2025-07-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,,0
SIMS,2025-07-01,6-061,6-061,CAMEO AREA,CAMEO AREA,,0
SIMS,2025-07-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,32.214876,121
SIMS,2025-07-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,,0
SIMS,2025-07-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,89.969291,1270
SIMS,2025-07-01,3-018,3-018,CARPINTERIA,CARPINTERIA,116.292396,11823
SIMS,2025-07-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,18.14707,22717
SIMS,2025-07-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,166.509249,10488
SIMS,2025-07-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,51.085207,845
SIMS,2025-07-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,,0
SIMS,2025-07-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,,0
SIMS,2025-07-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,165.438118,4250
SIMS,2025-07-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,,0
SIMS,2025-07-01,7-043,7-043,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,,0
SIMS,2025-07-01,7-032,7-032,CHOCOLATE VALLEY,CHOCOLATE VALLEY,54.203125,64
SIMS,2025-07-01,3-005,3-005,CHOLAME VALLEY,CHOLAME VALLEY,47.187666,17691
SIMS,2025-07-01,3-042,3-042,CHORRO VALLEY,CHORRO VALLEY,69.165251,1295
SIMS,2025-07-01,5-061,5-061,CHROME TOWN AREA,CHROME TOWN AREA,43.802348,511
SIMS,2025-07-01,7-005,7-005,CHUCKWALLA VALLEY,CHUCKWALLA VALLEY,99.678444,4472
SIMS,2025-07-01,2-005,2-005,CLAYTON VALLEY,CLAYTON VALLEY,139.140216,649
SIMS,2025-07-01,5-066,5-066,CLEAR LAKE CACHE FORMATION,CLEAR LAKE CACHE FORMATION,73.522897,939
SIMS,2025-07-01,5-058,5-058,CLOVER VALLEY,CLOVER VALLEY,139.590286,1606
SIMS,2025-07-01,7-021.03,7-021,COACHELLA VALLEY,COACHELLA VALLEY - DESERT HOT SPRINGS,127.180687,2651
SIMS,2025-07-01,7-021.01,7-021,COACHELLA VALLEY,COACHELLA VALLEY - INDIO,120.858973,289391
SIMS,2025-07-01,7-021.02,7-021,COACHELLA VALLEY,COACHELLA VALLEY - MISSION CREEK,115.68595,968
SIMS,2025-07-01,7-021.04,7-021,COACHELLA VALLEY,COACHELLA VALLEY - SAN GORGONIO PASS,161.050704,355
SIMS,2025-07-01,4-011.04,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - CENTRAL,111.034599,6850
SIMS,2025-07-01,4-011.02,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - HOLLYWOOD,73.176471,323
SIMS,2025-07-01,4-011.01,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - SANTA MONICA,121.947847,4180
SIMS,2025-07-01,4-011.03,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - WEST COAST,95.225976,3996
SIMS,2025-07-01,8-001,8-001,COASTAL PLAIN OF ORANGE COUNTY,COASTAL PLAIN OF ORANGE COUNTY,91.513118,23784
SIMS,2025-07-01,9-033,9-033,COASTAL PLAIN OF SAN DIEGO,COASTAL PLAIN OF SAN DIEGO,96.027738,3461
